ID	Out101	Out102	Out103	On101	On102	On103	In101	In102	In103
OTU_261	10.0	11.0	9.0	9.0	10.0	14.0	4.0	5.0	7.0
OTU_345	12.0	17.0	20.0	18.0	22.0	16.0	18.0	23.0	40.0
OTU_1015	0.0	1.0	3.0	5.0	3.0	0.0	1.0	4.0	1.0
OTU_276	6.0	7.0	6.0	15.0	29.0	16.0	14.0	16.0	15.0
OTU_1401	4.0	1.0	2.0	2.0	5.0	2.0	1.0	0.0	1.0
OTU_132	30.0	23.0	43.0	15.0	25.0	21.0	11.0	25.0	17.0
OTU_717	22.0	26.0	25.0	27.0	29.0	29.0	28.0	39.0	63.0
OTU_188	4.0	7.0	6.0	6.0	6.0	3.0	3.0	5.0	5.0
OTU_172	18.0	25.0	29.0	21.0	18.0	18.0	14.0	20.0	29.0
OTU_602	2.0	0.0	0.0	4.0	1.0	4.0	4.0	1.0	12.0
OTU_481	11.0	8.0	28.0	14.0	12.0	20.0	7.0	6.0	9.0
OTU_1093	2.0	0.0	5.0	2.0	6.0	0.0	1.0	2.0	6.0
OTU_58	44.0	29.0	61.0	45.0	47.0	42.0	26.0	59.0	77.0
OTU_790	10.0	3.0	14.0	5.0	9.0	9.0	4.0	6.0	5.0
OTU_1065	0.0	1.0	4.0	1.0	3.0	2.0	4.0	0.0	2.0
OTU_953	4.0	3.0	5.0	0.0	1.0	2.0	1.0	7.0	10.0
OTU_193	15.0	19.0	25.0	17.0	17.0	32.0	12.0	14.0	21.0
OTU_425	1.0	0.0	5.0	4.0	4.0	1.0	1.0	0.0	1.0
OTU_88	26.0	13.0	32.0	14.0	28.0	18.0	19.0	28.0	34.0
OTU_408	5.0	7.0	5.0	5.0	10.0	3.0	4.0	11.0	8.0
OTU_307	17.0	14.0	10.0	15.0	16.0	13.0	4.0	6.0	15.0
OTU_27	18.0	19.0	51.0	43.0	39.0	38.0	16.0	45.0	41.0
OTU_78	35.0	28.0	30.0	20.0	33.0	21.0	17.0	35.0	47.0
OTU_357	15.0	5.0	17.0	17.0	17.0	10.0	13.0	15.0	11.0
OTU_103	14.0	9.0	28.0	12.0	19.0	30.0	14.0	9.0	11.0
OTU_492	4.0	1.0	2.0	0.0	4.0	3.0	3.0	3.0	0.0
OTU_315	16.0	8.0	21.0	9.0	5.0	8.0	4.0	8.0	12.0
OTU_268	0.0	0.0	2.0	4.0	6.0	3.0	9.0	3.0	9.0
OTU_243	5.0	6.0	7.0	4.0	2.0	5.0	6.0	5.0	10.0
OTU_454	6.0	2.0	3.0	7.0	6.0	7.0	7.0	2.0	5.0
OTU_1020	3.0	1.0	1.0	0.0	0.0	1.0	3.0	1.0	1.0
OTU_787	4.0	1.0	10.0	4.0	5.0	8.0	5.0	4.0	2.0
OTU_1600	4.0	5.0	1.0	1.0	3.0	3.0	2.0	1.0	3.0
OTU_1168	0.0	0.0	3.0	0.0	2.0	1.0	3.0	1.0	1.0
OTU_174	16.0	17.0	21.0	16.0	19.0	7.0	17.0	25.0	34.0
OTU_379	8.0	4.0	9.0	3.0	3.0	3.0	5.0	10.0	7.0
OTU_235	13.0	21.0	21.0	11.0	18.0	12.0	15.0	19.0	49.0
OTU_1051	3.0	2.0	7.0	7.0	9.0	6.0	4.0	7.0	2.0
OTU_615	2.0	2.0	5.0	3.0	1.0	2.0	3.0	3.0	1.0
OTU_1660	0.0	0.0	1.0	4.0	1.0	0.0	1.0	0.0	3.0
OTU_259	8.0	5.0	2.0	5.0	6.0	5.0	9.0	10.0	12.0
OTU_520	6.0	5.0	7.0	12.0	16.0	11.0	8.0	6.0	16.0
OTU_1044	2.0	3.0	2.0	2.0	4.0	2.0	3.0	4.0	5.0
OTU_678	13.0	5.0	36.0	27.0	23.0	50.0	7.0	9.0	11.0
OTU_683	0.0	1.0	1.0	2.0	0.0	4.0	3.0	2.0	10.0
OTU_53	34.0	22.0	42.0	27.0	43.0	40.0	13.0	22.0	27.0
OTU_1402	2.0	2.0	3.0	2.0	4.0	3.0	5.0	1.0	0.0
OTU_1517	0.0	0.0	1.0	4.0	0.0	4.0	3.0	2.0	1.0
OTU_362	3.0	4.0	3.0	1.0	1.0	5.0	3.0	6.0	5.0
OTU_496	6.0	1.0	5.0	3.0	5.0	3.0	3.0	2.0	1.0
OTU_190	3.0	1.0	4.0	5.0	11.0	4.0	2.0	2.0	1.0
OTU_1542	1.0	1.0	0.0	1.0	1.0	1.0	3.0	3.0	1.0
OTU_537	10.0	4.0	3.0	4.0	3.0	1.0	8.0	2.0	5.0
OTU_122	23.0	9.0	43.0	28.0	21.0	17.0	5.0	10.0	8.0
OTU_170	63.0	29.0	88.0	82.0	61.0	36.0	29.0	28.0	33.0
OTU_993	1.0	0.0	3.0	2.0	1.0	2.0	2.0	0.0	2.0
OTU_430	7.0	1.0	4.0	5.0	4.0	6.0	2.0	3.0	0.0
OTU_1683	0.0	1.0	5.0	3.0	7.0	5.0	3.0	1.0	5.0
OTU_57	33.0	25.0	43.0	18.0	37.0	33.0	20.0	29.0	52.0
OTU_220	7.0	5.0	12.0	5.0	10.0	11.0	7.0	8.0	12.0
OTU_300	7.0	4.0	15.0	16.0	9.0	12.0	9.0	17.0	8.0
OTU_418	5.0	4.0	5.0	10.0	6.0	11.0	8.0	11.0	14.0
OTU_252	5.0	6.0	7.0	5.0	10.0	8.0	5.0	5.0	7.0
OTU_1014	22.0	24.0	27.0	58.0	52.0	35.0	28.0	16.0	40.0
OTU_274	17.0	9.0	45.0	21.0	17.0	19.0	10.0	17.0	21.0
OTU_73	24.0	15.0	26.0	6.0	37.0	13.0	15.0	23.0	17.0
OTU_447	12.0	2.0	12.0	10.0	11.0	4.0	3.0	6.0	7.0
OTU_663	3.0	4.0	6.0	13.0	5.0	10.0	5.0	5.0	10.0
OTU_525	9.0	4.0	11.0	2.0	3.0	6.0	5.0	4.0	5.0
OTU_560	5.0	5.0	3.0	2.0	7.0	5.0	1.0	1.0	3.0
OTU_1296	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
OTU_1292	1.0	2.0	3.0	4.0	2.0	5.0	2.0	2.0	2.0
OTU_1488	0.0	1.0	3.0	4.0	2.0	3.0	2.0	3.0	1.0
OTU_266	4.0	4.0	9.0	6.0	6.0	8.0	2.0	4.0	9.0
OTU_989	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0
OTU_96	34.0	23.0	33.0	25.0	23.0	17.0	18.0	24.0	27.0
OTU_1173	1.0	5.0	2.0	4.0	3.0	0.0	3.0	3.0	2.0
OTU_277	5.0	6.0	14.0	1.0	5.0	3.0	1.0	6.0	8.0
OTU_398	5.0	1.0	3.0	2.0	6.0	6.0	4.0	3.0	6.0
OTU_1008	1.0	1.0	1.0	5.0	5.0	1.0	5.0	1.0	2.0
OTU_489	13.0	4.0	7.0	5.0	8.0	8.0	4.0	8.0	10.0
OTU_1043	2.0	0.0	4.0	0.0	3.0	0.0	2.0	6.0	2.0
OTU_933	5.0	0.0	1.0	1.0	2.0	0.0	1.0	4.0	3.0
OTU_499	12.0	10.0	18.0	10.0	13.0	16.0	11.0	9.0	12.0
OTU_1712	7.0	1.0	4.0	0.0	0.0	1.0	2.0	4.0	4.0
OTU_612	5.0	2.0	3.0	1.0	3.0	4.0	4.0	2.0	1.0
OTU_1746	2.0	1.0	1.0	1.0	2.0	1.0	1.0	0.0	0.0
OTU_411	6.0	6.0	5.0	9.0	8.0	11.0	5.0	4.0	3.0
OTU_807	1.0	0.0	0.0	2.0	8.0	1.0	1.0	2.0	1.0
OTU_219	16.0	12.0	14.0	7.0	24.0	7.0	7.0	12.0	15.0
OTU_1749	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
OTU_882	7.0	5.0	5.0	5.0	10.0	6.0	3.0	4.0	7.0
OTU_1299	1.0	1.0	3.0	2.0	0.0	1.0	1.0	1.0	0.0
OTU_548	5.0	3.0	6.0	9.0	11.0	3.0	9.0	8.0	5.0
OTU_743	4.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0
OTU_613	0.0	2.0	2.0	3.0	5.0	6.0	5.0	0.0	0.0
OTU_543	6.0	1.0	15.0	8.0	8.0	10.0	6.0	9.0	9.0
OTU_855	1.0	0.0	4.0	4.0	7.0	1.0	1.0	1.0	8.0
OTU_759	2.0	3.0	9.0	11.0	6.0	3.0	5.0	6.0	2.0
OTU_605	2.0	1.0	4.0	2.0	5.0	2.0	2.0	2.0	3.0
OTU_1747	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0
OTU_64	26.0	19.0	26.0	15.0	23.0	24.0	15.0	19.0	45.0
OTU_126	18.0	15.0	24.0	23.0	11.0	18.0	15.0	26.0	33.0
OTU_697	2.0	0.0	0.0	2.0	1.0	0.0	3.0	3.0	1.0
OTU_617	2.0	2.0	2.0	3.0	2.0	2.0	4.0	5.0	5.0
OTU_1487	1.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	1.0
OTU_412	8.0	1.0	4.0	1.0	3.0	3.0	3.0	2.0	2.0
OTU_781	6.0	4.0	4.0	3.0	3.0	2.0	3.0	2.0	2.0
OTU_1743	0.0	0.0	2.0	0.0	0.0	1.0	2.0	2.0	1.0
OTU_95	2.0	2.0	3.0	31.0	36.0	21.0	15.0	9.0	19.0
OTU_538	1.0	3.0	0.0	1.0	0.0	2.0	3.0	2.0	3.0
OTU_772	8.0	3.0	12.0	11.0	8.0	8.0	6.0	9.0	7.0
OTU_619	0.0	0.0	1.0	1.0	4.0	2.0	2.0	3.0	4.0
OTU_966	2.0	3.0	4.0	2.0	2.0	3.0	1.0	1.0	4.0
OTU_1750	8.0	6.0	9.0	7.0	10.0	8.0	4.0	4.0	6.0
OTU_757	2.0	1.0	0.0	5.0	4.0	1.0	1.0	0.0	1.0
OTU_308	10.0	6.0	11.0	6.0	6.0	7.0	7.0	5.0	3.0
OTU_242	21.0	26.0	30.0	31.0	40.0	33.0	31.0	19.0	37.0
OTU_314	4.0	5.0	5.0	0.0	12.0	8.0	2.0	10.0	5.0
OTU_1669	3.0	2.0	1.0	3.0	2.0	2.0	2.0	3.0	0.0
OTU_988	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0
OTU_1355	4.0	2.0	6.0	3.0	6.0	5.0	5.0	9.0	8.0
OTU_1443	9.0	8.0	6.0	7.0	10.0	11.0	6.0	5.0	5.0
OTU_799	2.0	1.0	2.0	2.0	3.0	5.0	4.0	1.0	2.0
OTU_844	2.0	1.0	7.0	4.0	7.0	3.0	7.0	3.0	3.0
OTU_1502	0.0	0.0	2.0	0.0	0.0	0.0	2.0	3.0	0.0
OTU_477	1.0	1.0	2.0	3.0	1.0	1.0	2.0	1.0	2.0
OTU_1182	3.0	1.0	1.0	4.0	8.0	6.0	4.0	3.0	3.0
OTU_340	1.0	0.0	1.0	9.0	6.0	4.0	4.0	0.0	1.0
OTU_423	6.0	8.0	18.0	12.0	20.0	9.0	15.0	11.0	24.0
OTU_1414	5.0	2.0	7.0	2.0	3.0	3.0	2.0	2.0	10.0
OTU_285	7.0	4.0	8.0	9.0	6.0	4.0	3.0	9.0	6.0
OTU_195	11.0	6.0	6.0	8.0	14.0	9.0	11.0	14.0	11.0
OTU_1029	3.0	2.0	4.0	2.0	3.0	1.0	2.0	3.0	4.0
OTU_225	2.0	2.0	3.0	3.0	11.0	7.0	4.0	5.0	12.0
OTU_878	2.0	1.0	3.0	2.0	3.0	2.0	4.0	1.0	4.0
OTU_749	5.0	3.0	5.0	2.0	3.0	2.0	12.0	3.0	6.0
OTU_167	10.0	3.0	19.0	6.0	15.0	4.0	5.0	10.0	4.0
OTU_71	8.0	9.0	26.0	24.0	50.0	11.0	9.0	1.0	7.0
OTU_682	1.0	1.0	3.0	1.0	1.0	1.0	4.0	1.0	5.0
OTU_72	37.0	14.0	52.0	29.0	26.0	28.0	11.0	14.0	12.0
OTU_137	10.0	19.0	18.0	11.0	5.0	12.0	6.0	10.0	10.0
OTU_387	2.0	1.0	4.0	1.0	4.0	3.0	6.0	0.0	0.0
OTU_185	7.0	2.0	8.0	5.0	9.0	6.0	4.0	2.0	6.0
OTU_202	6.0	0.0	2.0	20.0	17.0	12.0	5.0	2.0	4.0
OTU_228	16.0	14.0	12.0	14.0	29.0	15.0	8.0	9.0	15.0
OTU_771	5.0	2.0	5.0	0.0	3.0	5.0	1.0	9.0	8.0
OTU_803	5.0	3.0	2.0	1.0	1.0	1.0	5.0	2.0	5.0
OTU_913	0.0	1.0	2.0	3.0	1.0	1.0	1.0	0.0	3.0
OTU_813	1.0	0.0	1.0	1.0	5.0	6.0	2.0	2.0	1.0
OTU_774	3.0	0.0	5.0	1.0	1.0	2.0	1.0	1.0	0.0
OTU_675	1.0	0.0	3.0	0.0	1.0	2.0	2.0	0.0	1.0
OTU_1421	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0
OTU_59	20.0	18.0	26.0	21.0	41.0	18.0	24.0	37.0	41.0
OTU_108	9.0	11.0	18.0	19.0	21.0	15.0	2.0	4.0	6.0
OTU_685	2.0	1.0	4.0	0.0	1.0	1.0	1.0	0.0	3.0
OTU_493	5.0	7.0	2.0	3.0	2.0	3.0	7.0	7.0	7.0
OTU_1175	0.0	0.0	2.0	3.0	1.0	4.0	1.0	0.0	2.0
OTU_1323	10.0	8.0	12.0	10.0	23.0	9.0	5.0	5.0	3.0
OTU_151	26.0	5.0	18.0	30.0	29.0	14.0	11.0	19.0	5.0
OTU_312	19.0	7.0	56.0	33.0	29.0	15.0	3.0	5.0	8.0
OTU_1424	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0
OTU_1379	2.0	2.0	7.0	1.0	1.0	5.0	1.0	0.0	2.0
OTU_996	4.0	1.0	1.0	3.0	6.0	5.0	4.0	1.0	1.0
OTU_443	2.0	2.0	7.0	1.0	3.0	5.0	6.0	2.0	8.0
OTU_380	2.0	4.0	1.0	7.0	1.0	4.0	3.0	1.0	0.0
OTU_1423	2.0	1.0	1.0	1.0	4.0	1.0	2.0	2.0	8.0
OTU_378	7.0	3.0	6.0	1.0	7.0	2.0	4.0	4.0	3.0
OTU_171	22.0	13.0	26.0	22.0	34.0	20.0	8.0	17.0	21.0
OTU_114	33.0	33.0	43.0	33.0	39.0	29.0	22.0	37.0	51.0
OTU_1095	3.0	2.0	1.0	3.0	0.0	0.0	2.0	1.0	3.0
OTU_1002	0.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0
OTU_296	6.0	5.0	11.0	3.0	16.0	11.0	5.0	12.0	11.0
OTU_310	14.0	12.0	25.0	25.0	20.0	19.0	8.0	19.0	15.0
OTU_121	11.0	6.0	18.0	16.0	29.0	10.0	9.0	16.0	11.0
OTU_943	2.0	0.0	4.0	4.0	3.0	1.0	4.0	5.0	3.0
OTU_1056	0.0	0.0	0.0	1.0	4.0	2.0	2.0	4.0	2.0
OTU_650	14.0	10.0	9.0	10.0	8.0	11.0	12.0	17.0	20.0
OTU_522	5.0	1.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0
OTU_289	5.0	5.0	9.0	6.0	4.0	5.0	3.0	2.0	2.0
OTU_231	12.0	6.0	11.0	14.0	23.0	18.0	5.0	10.0	11.0
OTU_572	1.0	2.0	1.0	0.0	1.0	1.0	2.0	3.0	4.0
OTU_491	8.0	6.0	12.0	10.0	12.0	5.0	11.0	17.0	13.0
OTU_305	4.0	4.0	7.0	8.0	1.0	6.0	7.0	9.0	12.0
OTU_338	1.0	2.0	8.0	5.0	10.0	3.0	11.0	5.0	9.0
OTU_1011	5.0	5.0	2.0	3.0	8.0	4.0	9.0	5.0	5.0
OTU_1391	0.0	0.0	1.0	1.0	2.0	3.0	2.0	1.0	1.0
OTU_925	2.0	2.0	1.0	5.0	1.0	1.0	1.0	2.0	2.0
OTU_120	16.0	16.0	22.0	20.0	18.0	21.0	13.0	17.0	32.0
OTU_1400	1.0	1.0	5.0	6.0	1.0	3.0	3.0	2.0	2.0
OTU_212	10.0	6.0	13.0	8.0	17.0	11.0	2.0	12.0	11.0
OTU_1375	3.0	2.0	6.0	6.0	6.0	4.0	2.0	3.0	1.0
OTU_1386	0.0	2.0	0.0	0.0	1.0	1.0	4.0	0.0	1.0
OTU_191	13.0	10.0	7.0	13.0	13.0	14.0	7.0	4.0	6.0
OTU_169	18.0	14.0	29.0	11.0	12.0	22.0	9.0	13.0	14.0
OTU_705	0.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0
OTU_1452	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0
OTU_293	19.0	10.0	28.0	6.0	24.0	15.0	7.0	19.0	17.0
OTU_472	9.0	3.0	6.0	9.0	9.0	3.0	1.0	5.0	7.0
OTU_247	18.0	6.0	11.0	6.0	10.0	14.0	6.0	6.0	13.0
OTU_160	7.0	6.0	16.0	3.0	8.0	8.0	7.0	9.0	8.0
OTU_1748	2.0	0.0	2.0	1.0	3.0	2.0	3.0	1.0	0.0
OTU_627	2.0	2.0	5.0	2.0	7.0	0.0	4.0	3.0	4.0
OTU_708	3.0	3.0	2.0	1.0	4.0	3.0	1.0	1.0	1.0
OTU_218	10.0	12.0	11.0	10.0	15.0	10.0	5.0	11.0	14.0
OTU_1070	15.0	15.0	25.0	16.0	30.0	27.0	14.0	23.0	31.0
OTU_893	0.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	3.0
OTU_767	4.0	2.0	5.0	5.0	3.0	2.0	5.0	3.0	2.0
OTU_471	12.0	4.0	13.0	6.0	14.0	7.0	8.0	5.0	10.0
OTU_460	7.0	2.0	7.0	7.0	4.0	4.0	7.0	3.0	1.0
OTU_701	0.0	0.0	1.0	2.0	2.0	1.0	1.0	2.0	0.0
OTU_1453	0.0	0.0	4.0	1.0	0.0	1.0	2.0	0.0	1.0
OTU_186	5.0	3.0	1.0	7.0	9.0	3.0	8.0	3.0	7.0
OTU_1280	1.0	0.0	3.0	3.0	0.0	4.0	1.0	1.0	1.0
OTU_445	10.0	3.0	9.0	7.0	8.0	6.0	9.0	5.0	0.0
OTU_1301	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
OTU_465	3.0	3.0	4.0	3.0	2.0	2.0	1.0	1.0	2.0
OTU_628	2.0	1.0	4.0	3.0	5.0	5.0	3.0	2.0	2.0
OTU_1054	6.0	2.0	3.0	5.0	6.0	1.0	1.0	3.0	9.0
OTU_1376	2.0	3.0	11.0	8.0	10.0	3.0	5.0	2.0	4.0
OTU_1442	0.0	0.0	0.0	2.0	1.0	5.0	2.0	4.0	3.0
OTU_479	6.0	4.0	2.0	1.0	8.0	2.0	1.0	3.0	1.0
OTU_1530	1.0	0.0	3.0	0.0	0.0	2.0	1.0	0.0	1.0
OTU_215	11.0	8.0	15.0	17.0	18.0	8.0	5.0	6.0	1.0
OTU_363	2.0	0.0	6.0	2.0	6.0	4.0	1.0	2.0	4.0
OTU_421	2.0	2.0	7.0	4.0	4.0	5.0	4.0	4.0	6.0
OTU_1765	1.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	2.0
OTU_530	6.0	8.0	7.0	10.0	5.0	15.0	2.0	3.0	2.0
OTU_1122	6.0	4.0	3.0	1.0	2.0	3.0	3.0	4.0	2.0
OTU_689	0.0	1.0	3.0	0.0	2.0	0.0	1.0	1.0	0.0
OTU_395	11.0	8.0	9.0	5.0	6.0	2.0	5.0	6.0	4.0
OTU_326	13.0	11.0	15.0	7.0	4.0	8.0	1.0	10.0	8.0
OTU_681	3.0	1.0	5.0	9.0	5.0	7.0	3.0	4.0	3.0
OTU_1214	1.0	1.0	2.0	2.0	4.0	0.0	2.0	1.0	0.0
OTU_1174	0.0	1.0	0.0	2.0	4.0	3.0	3.0	1.0	1.0
OTU_475	4.0	5.0	7.0	5.0	11.0	6.0	6.0	4.0	5.0
OTU_1752	0.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	4.0
OTU_463	5.0	10.0	5.0	9.0	14.0	15.0	7.0	10.0	12.0
OTU_1448	1.0	0.0	3.0	4.0	3.0	2.0	1.0	2.0	0.0
OTU_507	1.0	1.0	4.0	2.0	3.0	1.0	4.0	2.0	0.0
OTU_636	0.0	0.0	0.0	5.0	3.0	2.0	8.0	0.0	7.0
OTU_1726	5.0	4.0	3.0	1.0	3.0	1.0	4.0	3.0	4.0
OTU_573	4.0	6.0	7.0	10.0	14.0	14.0	5.0	14.0	14.0
OTU_577	2.0	1.0	0.0	1.0	7.0	6.0	4.0	3.0	3.0
OTU_419	6.0	7.0	9.0	5.0	8.0	6.0	6.0	14.0	9.0
OTU_586	3.0	2.0	4.0	5.0	3.0	0.0	1.0	1.0	1.0
OTU_331	6.0	4.0	1.0	3.0	6.0	5.0	3.0	5.0	3.0
OTU_138	10.0	2.0	12.0	13.0	17.0	18.0	9.0	15.0	9.0
OTU_1350	2.0	3.0	6.0	1.0	4.0	3.0	1.0	3.0	3.0
OTU_1217	1.0	1.0	3.0	2.0	4.0	0.0	1.0	2.0	8.0
OTU_1377	2.0	1.0	5.0	1.0	0.0	4.0	2.0	7.0	4.0
OTU_990	4.0	9.0	7.0	4.0	2.0	3.0	2.0	5.0	3.0
OTU_624	3.0	1.0	3.0	5.0	1.0	7.0	4.0	5.0	4.0
OTU_359	1.0	0.0	1.0	3.0	6.0	0.0	3.0	3.0	5.0
OTU_738	3.0	5.0	1.0	2.0	0.0	3.0	2.0	2.0	5.0
OTU_740	5.0	1.0	2.0	1.0	1.0	0.0	1.0	2.0	1.0
OTU_1255	5.0	0.0	0.0	1.0	4.0	0.0	2.0	0.0	0.0
OTU_390	8.0	3.0	5.0	4.0	4.0	4.0	6.0	5.0	2.0
OTU_283	0.0	0.0	1.0	11.0	12.0	6.0	1.0	2.0	2.0
OTU_720	2.0	2.0	1.0	0.0	3.0	3.0	5.0	9.0	3.0
OTU_1308	4.0	4.0	6.0	7.0	3.0	2.0	3.0	2.0	3.0
OTU_1513	1.0	0.0	6.0	1.0	3.0	1.0	2.0	2.0	26.0
OTU_711	0.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	0.0
OTU_643	6.0	2.0	7.0	3.0	6.0	1.0	1.0	2.0	5.0
OTU_1010	0.0	2.0	5.0	1.0	2.0	3.0	3.0	3.0	2.0
OTU_320	6.0	1.0	11.0	5.0	10.0	3.0	3.0	3.0	3.0
OTU_375	12.0	7.0	2.0	4.0	4.0	4.0	8.0	7.0	14.0
OTU_482	6.0	5.0	13.0	12.0	10.0	12.0	2.0	8.0	12.0
OTU_1385	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
OTU_302	5.0	4.0	12.0	10.0	11.0	8.0	2.0	3.0	5.0
OTU_436	3.0	2.0	4.0	1.0	2.0	2.0	2.0	6.0	4.0
OTU_656	3.0	0.0	4.0	2.0	2.0	2.0	2.0	0.0	1.0
OTU_361	0.0	0.0	2.0	4.0	4.0	4.0	2.0	2.0	0.0
OTU_466	13.0	6.0	13.0	14.0	13.0	13.0	8.0	20.0	19.0
OTU_561	6.0	3.0	5.0	4.0	2.0	1.0	3.0	6.0	6.0
OTU_1055	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
OTU_1312	0.0	1.0	2.0	1.0	2.0	0.0	1.0	1.0	1.0
OTU_1344	0.0	3.0	0.0	3.0	2.0	0.0	2.0	2.0	2.0
OTU_216	5.0	4.0	7.0	9.0	10.0	5.0	5.0	4.0	9.0
OTU_815	1.0	0.0	6.0	4.0	5.0	7.0	3.0	4.0	4.0
OTU_622	6.0	3.0	2.0	3.0	8.0	4.0	5.0	3.0	4.0
OTU_1057	1.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0
OTU_286	1.0	1.0	0.0	11.0	4.0	4.0	5.0	6.0	3.0
OTU_1033	6.0	1.0	5.0	6.0	2.0	4.0	3.0	2.0	4.0
OTU_1367	1.0	1.0	1.0	0.0	1.0	4.0	1.0	2.0	0.0
OTU_534	1.0	0.0	5.0	4.0	1.0	2.0	2.0	3.0	5.0
OTU_93	25.0	10.0	42.0	42.0	32.0	22.0	8.0	13.0	13.0
OTU_435	6.0	7.0	7.0	7.0	6.0	6.0	4.0	10.0	14.0
OTU_273	2.0	4.0	6.0	1.0	10.0	8.0	6.0	11.0	6.0
OTU_737	1.0	5.0	6.0	2.0	1.0	2.0	4.0	4.0	4.0
OTU_609	13.0	9.0	14.0	13.0	12.0	10.0	4.0	7.0	11.0
OTU_1372	3.0	0.0	2.0	1.0	3.0	1.0	3.0	0.0	1.0
OTU_1177	2.0	3.0	5.0	5.0	4.0	1.0	3.0	3.0	1.0
OTU_134	11.0	10.0	19.0	12.0	18.0	12.0	10.0	20.0	33.0
OTU_457	22.0	7.0	20.0	11.0	9.0	14.0	4.0	11.0	10.0
OTU_1599	1.0	0.0	1.0	4.0	0.0	1.0	4.0	0.0	1.0
OTU_439	1.0	1.0	5.0	2.0	2.0	1.0	5.0	5.0	5.0
OTU_262	13.0	6.0	10.0	9.0	12.0	3.0	8.0	13.0	15.0
OTU_785	2.0	2.0	3.0	3.0	0.0	2.0	2.0	3.0	5.0
OTU_551	1.0	2.0	1.0	1.0	2.0	4.0	1.0	1.0	2.0
OTU_433	4.0	2.0	4.0	6.0	3.0	2.0	2.0	2.0	1.0
OTU_155	15.0	15.0	9.0	19.0	22.0	11.0	10.0	16.0	20.0
OTU_1185	4.0	1.0	4.0	1.0	8.0	3.0	2.0	4.0	3.0
OTU_861	1.0	3.0	1.0	4.0	7.0	9.0	3.0	1.0	2.0
OTU_257	3.0	0.0	3.0	2.0	4.0	1.0	10.0	7.0	9.0
OTU_232	6.0	6.0	13.0	4.0	8.0	9.0	5.0	10.0	7.0
OTU_369	1.0	1.0	1.0	7.0	2.0	3.0	3.0	2.0	7.0
OTU_635	2.0	2.0	1.0	2.0	1.0	0.0	2.0	1.0	2.0
OTU_260	12.0	8.0	10.0	7.0	6.0	8.0	3.0	10.0	13.0
OTU_1716	3.0	2.0	6.0	4.0	4.0	6.0	2.0	3.0	5.0
OTU_935	2.0	3.0	5.0	9.0	11.0	7.0	1.0	6.0	13.0
OTU_985	4.0	1.0	1.0	6.0	2.0	3.0	1.0	2.0	3.0
OTU_1582	5.0	1.0	4.0	2.0	5.0	0.0	3.0	3.0	3.0
OTU_350	3.0	3.0	1.0	6.0	5.0	3.0	4.0	3.0	9.0
OTU_640	6.0	4.0	3.0	4.0	2.0	3.0	1.0	4.0	0.0
OTU_265	6.0	7.0	11.0	3.0	6.0	3.0	4.0	8.0	12.0
OTU_553	4.0	2.0	4.0	9.0	14.0	13.0	6.0	5.0	21.0
OTU_434	11.0	5.0	12.0	5.0	10.0	6.0	4.0	10.0	8.0
OTU_876	5.0	1.0	4.0	5.0	7.0	4.0	1.0	3.0	3.0
OTU_1052	3.0	2.0	6.0	2.0	0.0	0.0	3.0	0.0	1.0
OTU_241	21.0	20.0	13.0	15.0	19.0	9.0	5.0	16.0	23.0
OTU_595	2.0	7.0	2.0	4.0	4.0	0.0	5.0	2.0	4.0
OTU_397	0.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	6.0
OTU_816	1.0	1.0	3.0	2.0	1.0	3.0	1.0	3.0	3.0
OTU_299	3.0	2.0	4.0	7.0	4.0	2.0	1.0	5.0	8.0
OTU_1000	3.0	0.0	6.0	5.0	5.0	2.0	2.0	2.0	4.0
OTU_770	2.0	1.0	2.0	6.0	2.0	2.0	3.0	0.0	1.0
OTU_264	1.0	7.0	23.0	10.0	15.0	7.0	5.0	8.0	7.0
OTU_1045	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0
OTU_629	2.0	2.0	4.0	2.0	1.0	2.0	3.0	2.0	4.0
