ID	Out101	Out102	Out103	On101	On102	On103	In101	In102	In103
OTU_1390	0.0	1.0	1.0	1.0	2.0	0.0	2.0	1.0	0.0
OTU_490	1.0	2.0	1.0	1.0	3.0	0.0	2.0	0.0	1.0
OTU_914	0.0	0.0	3.0	2.0	4.0	2.0	3.0	2.0	1.0
OTU_1039	2.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0	0.0
OTU_866	1.0	0.0	2.0	3.0	2.0	0.0	1.0	0.0	0.0
OTU_181	11.0	4.0	7.0	4.0	9.0	8.0	3.0	6.0	10.0
OTU_192	10.0	13.0	15.0	6.0	9.0	4.0	7.0	7.0	12.0
OTU_351	5.0	6.0	2.0	7.0	9.0	3.0	3.0	6.0	9.0
OTU_294	8.0	17.0	22.0	9.0	19.0	6.0	3.0	17.0	12.0
OTU_1046	3.0	2.0	2.0	0.0	5.0	3.0	4.0	4.0	4.0
OTU_1311	45.0	10.0	55.0	42.0	46.0	25.0	17.0	18.0	24.0
OTU_1767	2.0	0.0	3.0	1.0	2.0	1.0	2.0	1.0	2.0
OTU_620	3.0	3.0	3.0	5.0	3.0	2.0	6.0	2.0	3.0
OTU_1396	2.0	0.0	3.0	1.0	1.0	3.0	1.0	0.0	1.0
OTU_922	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	1.0
OTU_179	3.0	2.0	6.0	8.0	17.0	5.0	7.0	3.0	2.0
OTU_303	1.0	2.0	6.0	5.0	5.0	7.0	3.0	4.0	2.0
OTU_1120	2.0	0.0	2.0	2.0	3.0	2.0	2.0	0.0	0.0
OTU_330	23.0	16.0	44.0	16.0	17.0	23.0	12.0	13.0	18.0
OTU_127	33.0	11.0	29.0	26.0	33.0	16.0	5.0	5.0	9.0
OTU_1086	1.0	1.0	2.0	0.0	0.0	1.0	3.0	2.0	0.0
OTU_1234	1.0	4.0	2.0	2.0	9.0	5.0	1.0	2.0	3.0
OTU_342	4.0	3.0	9.0	4.0	9.0	10.0	1.0	6.0	5.0
OTU_480	5.0	3.0	9.0	8.0	3.0	6.0	5.0	6.0	5.0
OTU_324	9.0	4.0	9.0	2.0	4.0	4.0	2.0	2.0	6.0
OTU_343	7.0	11.0	14.0	6.0	16.0	13.0	5.0	9.0	10.0
OTU_1342	5.0	3.0	7.0	7.0	3.0	8.0	3.0	4.0	3.0
OTU_112	12.0	6.0	18.0	19.0	19.0	19.0	3.0	18.0	20.0
OTU_1572	2.0	2.0	1.0	2.0	0.0	2.0	3.0	1.0	1.0
OTU_1144	0.0	0.0	0.0	1.0	3.0	1.0	1.0	0.0	0.0
OTU_1392	0.0	3.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0
OTU_1545	5.0	0.0	6.0	2.0	4.0	1.0	3.0	5.0	5.0
OTU_603	1.0	2.0	0.0	1.0	3.0	1.0	2.0	2.0	2.0
OTU_1226	3.0	1.0	3.0	3.0	5.0	4.0	5.0	4.0	5.0
OTU_951	8.0	9.0	24.0	17.0	13.0	9.0	1.0	5.0	12.0
OTU_662	12.0	2.0	7.0	2.0	2.0	5.0	1.0	1.0	1.0
OTU_862	3.0	1.0	1.0	0.0	2.0	0.0	1.0	2.0	1.0
OTU_524	13.0	9.0	17.0	5.0	6.0	7.0	4.0	3.0	2.0
OTU_1550	0.0	1.0	2.0	1.0	2.0	0.0	1.0	5.0	1.0
OTU_1206	4.0	1.0	4.0	1.0	7.0	5.0	5.0	6.0	5.0
OTU_600	6.0	2.0	7.0	1.0	9.0	4.0	5.0	4.0	4.0
OTU_1732	2.0	2.0	2.0	1.0	1.0	0.0	1.0	2.0	2.0
OTU_960	6.0	1.0	4.0	7.0	4.0	8.0	3.0	2.0	4.0
OTU_732	1.0	1.0	2.0	0.0	1.0	2.0	2.0	4.0	2.0
OTU_306	3.0	5.0	6.0	12.0	13.0	15.0	4.0	8.0	8.0
OTU_987	1.0	1.0	2.0	5.0	4.0	2.0	2.0	5.0	5.0
OTU_665	2.0	2.0	4.0	4.0	4.0	3.0	1.0	1.0	5.0
OTU_1622	0.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0
OTU_541	1.0	3.0	1.0	2.0	3.0	1.0	2.0	1.0	2.0
OTU_1404	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
OTU_547	2.0	2.0	5.0	4.0	5.0	1.0	2.0	4.0	6.0
OTU_1677	4.0	0.0	2.0	2.0	0.0	1.0	1.0	1.0	2.0
OTU_311	8.0	6.0	10.0	4.0	3.0	5.0	4.0	4.0	6.0
OTU_1121	4.0	6.0	4.0	6.0	4.0	4.0	4.0	0.0	2.0
OTU_1032	3.0	2.0	2.0	3.0	1.0	1.0	1.0	2.0	1.0
OTU_633	2.0	2.0	0.0	3.0	3.0	0.0	2.0	2.0	1.0
OTU_532	7.0	2.0	16.0	9.0	12.0	9.0	5.0	8.0	10.0
OTU_233	20.0	21.0	30.0	16.0	14.0	19.0	9.0	13.0	16.0
OTU_1359	0.0	3.0	1.0	0.0	2.0	0.0	1.0	0.0	1.0
OTU_1586	0.0	0.0	0.0	0.0	4.0	1.0	1.0	0.0	2.0
OTU_287	0.0	9.0	9.0	2.0	6.0	14.0	4.0	4.0	8.0
OTU_1066	2.0	1.0	0.0	6.0	2.0	1.0	1.0	1.0	1.0
OTU_487	5.0	6.0	5.0	6.0	5.0	6.0	2.0	1.0	7.0
OTU_823	0.0	1.0	0.0	1.0	3.0	2.0	2.0	1.0	2.0
OTU_450	5.0	2.0	7.0	5.0	8.0	3.0	10.0	10.0	10.0
OTU_795	3.0	1.0	9.0	6.0	6.0	2.0	2.0	2.0	2.0
OTU_1514	4.0	0.0	2.0	3.0	3.0	1.0	1.0	0.0	2.0
OTU_368	4.0	4.0	5.0	0.0	3.0	1.0	3.0	2.0	5.0
OTU_872	3.0	0.0	3.0	8.0	8.0	3.0	4.0	2.0	1.0
OTU_760	3.0	2.0	5.0	8.0	7.0	1.0	3.0	5.0	7.0
OTU_552	0.0	1.0	3.0	1.0	2.0	4.0	2.0	2.0	5.0
OTU_794	3.0	2.0	0.0	1.0	2.0	1.0	4.0	1.0	2.0
OTU_1084	2.0	0.0	2.0	3.0	1.0	1.0	3.0	2.0	2.0
OTU_176	8.0	7.0	4.0	6.0	8.0	2.0	2.0	5.0	8.0
OTU_1156	2.0	1.0	3.0	1.0	2.0	1.0	2.0	1.0	1.0
OTU_764	2.0	2.0	0.0	2.0	2.0	4.0	2.0	2.0	4.0
OTU_1165	2.0	0.0	1.0	2.0	3.0	0.0	1.0	0.0	0.0
OTU_141	10.0	4.0	9.0	6.0	7.0	8.0	8.0	7.0	11.0
OTU_250	14.0	7.0	11.0	14.0	13.0	15.0	7.0	17.0	25.0
OTU_753	0.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0
OTU_1326	1.0	0.0	8.0	3.0	3.0	1.0	1.0	1.0	2.0
OTU_344	5.0	5.0	9.0	10.0	14.0	2.0	3.0	4.0	5.0
OTU_780	0.0	0.0	1.0	5.0	9.0	3.0	2.0	0.0	1.0
OTU_1124	1.0	0.0	0.0	2.0	2.0	2.0	1.0	0.0	1.0
OTU_666	5.0	7.0	0.0	3.0	4.0	8.0	2.0	3.0	8.0
OTU_1314	1.0	0.0	4.0	0.0	0.0	1.0	1.0	0.0	1.0
OTU_1143	4.0	2.0	2.0	1.0	1.0	3.0	2.0	0.0	2.0
OTU_623	4.0	2.0	3.0	12.0	3.0	4.0	1.0	3.0	6.0
OTU_1478	1.0	1.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0
OTU_821	1.0	0.0	4.0	1.0	1.0	0.0	1.0	1.0	3.0
OTU_364	4.0	4.0	5.0	2.0	6.0	5.0	1.0	1.0	1.0
OTU_458	2.0	3.0	3.0	0.0	2.0	4.0	6.0	2.0	5.0
OTU_824	1.0	2.0	6.0	1.0	2.0	0.0	3.0	2.0	2.0
OTU_607	6.0	2.0	4.0	2.0	2.0	4.0	2.0	1.0	3.0
OTU_1030	2.0	1.0	3.0	3.0	1.0	2.0	2.0	2.0	5.0
OTU_529	7.0	4.0	10.0	1.0	3.0	3.0	3.0	5.0	5.0
OTU_335	8.0	8.0	10.0	5.0	8.0	4.0	5.0	11.0	7.0
OTU_1035	3.0	2.0	3.0	0.0	4.0	3.0	4.0	7.0	3.0
OTU_829	3.0	1.0	1.0	1.0	2.0	1.0	2.0	3.0	3.0
OTU_1042	7.0	1.0	7.0	3.0	2.0	0.0	3.0	4.0	3.0
OTU_1136	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0
OTU_494	0.0	0.0	0.0	2.0	3.0	1.0	3.0	2.0	8.0
OTU_1135	1.0	0.0	5.0	2.0	2.0	0.0	2.0	5.0	1.0
OTU_756	6.0	1.0	7.0	3.0	6.0	2.0	1.0	0.0	3.0
OTU_800	1.0	2.0	1.0	1.0	5.0	0.0	4.0	3.0	2.0
OTU_1701	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0
OTU_578	1.0	0.0	3.0	3.0	4.0	2.0	2.0	6.0	3.0
OTU_462	4.0	2.0	3.0	5.0	7.0	3.0	5.0	11.0	5.0
OTU_963	5.0	1.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0
OTU_647	2.0	4.0	3.0	10.0	3.0	5.0	3.0	5.0	1.0
OTU_696	2.0	1.0	1.0	0.0	1.0	1.0	2.0	1.0	7.0
OTU_527	16.0	7.0	24.0	11.0	17.0	23.0	8.0	13.0	7.0
OTU_604	3.0	0.0	3.0	0.0	4.0	3.0	2.0	0.0	0.0
OTU_348	16.0	8.0	19.0	16.0	12.0	3.0	3.0	7.0	3.0
OTU_205	29.0	5.0	31.0	14.0	29.0	15.0	7.0	10.0	18.0
OTU_1031	1.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	1.0
OTU_1001	3.0	3.0	1.0	5.0	3.0	3.0	3.0	4.0	9.0
OTU_796	1.0	1.0	4.0	1.0	0.0	2.0	2.0	0.0	0.0
OTU_323	3.0	4.0	5.0	4.0	3.0	5.0	2.0	10.0	8.0
OTU_1229	10.0	16.0	12.0	14.0	11.0	17.0	14.0	17.0	35.0
OTU_808	2.0	3.0	1.0	1.0	0.0	0.0	3.0	0.0	3.0
OTU_256	5.0	1.0	13.0	6.0	10.0	3.0	4.0	7.0	5.0
OTU_79	15.0	10.0	21.0	21.0	23.0	14.0	13.0	18.0	29.0
OTU_673	0.0	2.0	5.0	2.0	1.0	2.0	1.0	0.0	1.0
OTU_967	0.0	2.0	1.0	1.0	4.0	6.0	1.0	1.0	1.0
OTU_301	5.0	5.0	7.0	7.0	10.0	4.0	3.0	6.0	8.0
OTU_1167	1.0	2.0	3.0	0.0	1.0	2.0	2.0	0.0	4.0
OTU_366	7.0	3.0	3.0	6.0	12.0	4.0	2.0	4.0	5.0
OTU_1041	1.0	1.0	3.0	0.0	1.0	2.0	1.0	2.0	2.0
OTU_1617	4.0	1.0	12.0	9.0	11.0	14.0	7.0	4.0	6.0
OTU_461	9.0	2.0	12.0	3.0	1.0	3.0	1.0	2.0	9.0
OTU_659	5.0	8.0	7.0	2.0	4.0	8.0	1.0	3.0	6.0
OTU_1170	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
OTU_382	1.0	4.0	9.0	8.0	6.0	5.0	2.0	6.0	1.0
OTU_870	1.0	5.0	5.0	3.0	4.0	5.0	3.0	6.0	8.0
OTU_424	6.0	3.0	10.0	8.0	13.0	4.0	3.0	4.0	7.0
OTU_467	3.0	0.0	6.0	3.0	4.0	3.0	3.0	4.0	6.0
OTU_156	10.0	8.0	24.0	14.0	14.0	10.0	3.0	8.0	17.0
OTU_786	7.0	2.0	4.0	2.0	1.0	3.0	3.0	3.0	1.0
OTU_986	2.0	0.0	3.0	2.0	3.0	1.0	1.0	2.0	0.0
OTU_464	2.0	1.0	1.0	3.0	4.0	5.0	1.0	1.0	3.0
OTU_1190	8.0	2.0	9.0	7.0	11.0	4.0	6.0	3.0	3.0
OTU_1058	1.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	2.0
OTU_237	5.0	3.0	6.0	4.0	9.0	4.0	4.0	5.0	13.0
OTU_117	15.0	15.0	27.0	21.0	26.0	26.0	9.0	24.0	17.0
OTU_1138	4.0	2.0	7.0	2.0	5.0	4.0	2.0	2.0	2.0
OTU_1199	4.0	0.0	5.0	5.0	9.0	7.0	1.0	0.0	1.0
OTU_518	2.0	2.0	3.0	9.0	11.0	4.0	1.0	2.0	7.0
OTU_474	7.0	2.0	18.0	11.0	13.0	2.0	4.0	5.0	4.0
OTU_536	3.0	2.0	2.0	3.0	7.0	1.0	5.0	3.0	6.0
OTU_1159	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0
OTU_877	4.0	3.0	7.0	3.0	3.0	6.0	4.0	7.0	7.0
OTU_584	13.0	6.0	15.0	10.0	20.0	11.0	1.0	12.0	8.0
OTU_964	0.0	0.0	3.0	0.0	0.0	2.0	2.0	1.0	1.0
OTU_1154	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0
OTU_1110	1.0	3.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0
OTU_1063	2.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0
OTU_1097	5.0	1.0	4.0	2.0	10.0	6.0	1.0	1.0	2.0
OTU_1529	1.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	1.0
OTU_916	2.0	1.0	5.0	1.0	2.0	2.0	2.0	4.0	6.0
OTU_1134	6.0	3.0	8.0	4.0	3.0	6.0	2.0	9.0	5.0
OTU_269	7.0	3.0	18.0	10.0	10.0	3.0	2.0	1.0	3.0
OTU_709	0.0	1.0	1.0	2.0	6.0	5.0	3.0	1.0	5.0
OTU_1099	2.0	0.0	2.0	1.0	1.0	0.0	3.0	2.0	1.0
OTU_1211	3.0	0.0	0.0	3.0	4.0	1.0	1.0	2.0	1.0
OTU_304	14.0	4.0	16.0	15.0	18.0	14.0	4.0	2.0	6.0
OTU_703	2.0	3.0	2.0	1.0	3.0	3.0	1.0	4.0	2.0
OTU_571	5.0	3.0	5.0	4.0	5.0	7.0	3.0	4.0	3.0
OTU_598	1.0	0.0	2.0	2.0	4.0	3.0	2.0	3.0	3.0
OTU_1060	6.0	1.0	3.0	0.0	0.0	0.0	1.0	3.0	2.0
OTU_1213	0.0	0.0	1.0	0.0	3.0	1.0	1.0	0.0	0.0
OTU_833	0.0	1.0	2.0	6.0	4.0	4.0	2.0	2.0	2.0
OTU_644	3.0	0.0	4.0	1.0	2.0	1.0	3.0	4.0	4.0
OTU_1667	4.0	1.0	2.0	3.0	6.0	1.0	1.0	1.0	2.0
OTU_1356	0.0	3.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0
OTU_625	1.0	0.0	2.0	6.0	13.0	7.0	1.0	0.0	3.0
OTU_476	4.0	1.0	6.0	10.0	3.0	3.0	7.0	3.0	2.0
OTU_1119	0.0	1.0	2.0	0.0	0.0	4.0	1.0	1.0	3.0
OTU_979	2.0	1.0	5.0	4.0	7.0	1.0	4.0	2.0	2.0
OTU_1230	5.0	2.0	6.0	2.0	4.0	0.0	1.0	3.0	3.0
OTU_1666	0.0	1.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0
OTU_1025	4.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	0.0
OTU_881	1.0	2.0	3.0	1.0	2.0	2.0	1.0	3.0	4.0
OTU_657	1.0	0.0	2.0	0.0	1.0	1.0	2.0	2.0	2.0
OTU_1707	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0
OTU_298	5.0	4.0	6.0	5.0	10.0	12.0	2.0	7.0	9.0
OTU_1028	1.0	2.0	4.0	5.0	4.0	4.0	1.0	4.0	3.0
OTU_725	3.0	5.0	4.0	3.0	8.0	1.0	3.0	9.0	12.0
OTU_1751	0.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
OTU_333	8.0	4.0	4.0	7.0	2.0	5.0	2.0	3.0	9.0
OTU_1068	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0
OTU_513	3.0	0.0	0.0	3.0	5.0	3.0	2.0	3.0	0.0
OTU_554	8.0	3.0	10.0	6.0	9.0	3.0	5.0	7.0	6.0
OTU_1050	2.0	1.0	0.0	0.0	2.0	0.0	1.0	3.0	0.0
OTU_292	3.0	5.0	10.0	10.0	6.0	6.0	3.0	5.0	4.0
OTU_885	13.0	5.0	19.0	7.0	18.0	8.0	7.0	10.0	10.0
OTU_695	7.0	1.0	10.0	8.0	13.0	10.0	4.0	6.0	2.0
OTU_1563	0.0	1.0	0.0	1.0	0.0	1.0	1.0	3.0	1.0
OTU_835	6.0	5.0	9.0	2.0	4.0	1.0	1.0	5.0	5.0
OTU_905	1.0	4.0	1.0	7.0	3.0	3.0	1.0	1.0	4.0
OTU_168	1.0	0.0	0.0	10.0	27.0	14.0	5.0	3.0	3.0
OTU_253	4.0	1.0	15.0	6.0	3.0	2.0	3.0	5.0	4.0
OTU_1116	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0
OTU_1320	1.0	2.0	2.0	1.0	0.0	0.0	2.0	0.0	1.0
OTU_873	2.0	7.0	9.0	4.0	6.0	4.0	1.0	3.0	7.0
OTU_1697	5.0	2.0	4.0	0.0	0.0	5.0	3.0	0.0	4.0
OTU_249	12.0	10.0	11.0	12.0	11.0	6.0	1.0	11.0	12.0
OTU_793	0.0	0.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0
OTU_1209	3.0	4.0	2.0	3.0	4.0	1.0	1.0	1.0	4.0
OTU_1661	3.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	0.0
OTU_393	9.0	2.0	17.0	3.0	4.0	5.0	2.0	4.0	6.0
OTU_812	2.0	0.0	3.0	14.0	12.0	7.0	2.0	5.0	8.0
OTU_1522	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	4.0
OTU_1363	3.0	3.0	3.0	4.0	3.0	4.0	1.0	0.0	0.0
OTU_177	10.0	3.0	30.0	11.0	6.0	9.0	2.0	3.0	6.0
OTU_396	8.0	4.0	5.0	8.0	4.0	4.0	1.0	4.0	4.0
OTU_949	2.0	4.0	2.0	2.0	1.0	0.0	2.0	0.0	4.0
OTU_1210	19.0	13.0	28.0	11.0	16.0	6.0	5.0	24.0	13.0
OTU_325	3.0	1.0	1.0	20.0	22.0	10.0	4.0	7.0	6.0
OTU_1410	1.0	1.0	3.0	3.0	4.0	2.0	1.0	1.0	5.0
OTU_723	2.0	1.0	4.0	1.0	0.0	1.0	1.0	0.0	0.0
OTU_997	1.0	0.0	2.0	0.0	3.0	1.0	1.0	1.0	0.0
OTU_374	11.0	2.0	16.0	2.0	15.0	6.0	2.0	5.0	6.0
OTU_704	4.0	1.0	1.0	1.0	4.0	1.0	1.0	2.0	5.0
OTU_742	2.0	4.0	4.0	4.0	6.0	1.0	2.0	5.0	0.0
OTU_1566	1.0	0.0	0.0	2.0	4.0	1.0	1.0	3.0	2.0
OTU_735	3.0	5.0	5.0	4.0	8.0	3.0	1.0	3.0	3.0
OTU_1413	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
OTU_1373	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
OTU_751	7.0	2.0	3.0	2.0	3.0	2.0	3.0	0.0	1.0
OTU_558	5.0	2.0	11.0	8.0	10.0	4.0	2.0	5.0	4.0
OTU_962	1.0	0.0	0.0	1.0	4.0	1.0	1.0	0.0	1.0
OTU_1247	1.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0	1.0
OTU_783	4.0	3.0	4.0	7.0	6.0	10.0	2.0	4.0	2.0
OTU_1249	0.0	0.0	1.0	1.0	1.0	0.0	1.0	3.0	1.0
OTU_1241	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0
OTU_1491	0.0	0.0	3.0	0.0	0.0	0.0	2.0	1.0	2.0
OTU_698	0.0	0.0	0.0	4.0	1.0	1.0	1.0	3.0	2.0
OTU_1434	4.0	2.0	2.0	2.0	0.0	0.0	1.0	0.0	1.0
OTU_1104	0.0	0.0	1.0	1.0	1.0	2.0	1.0	2.0	0.0
OTU_1719	2.0	1.0	2.0	0.0	0.0	1.0	1.0	3.0	3.0
OTU_1083	1.0	1.0	3.0	3.0	2.0	3.0	2.0	3.0	2.0
OTU_649	2.0	3.0	4.0	0.0	3.0	1.0	4.0	4.0	4.0
OTU_1489	0.0	1.0	2.0	2.0	0.0	0.0	1.0	0.0	2.0
OTU_404	3.0	7.0	3.0	7.0	7.0	6.0	4.0	2.0	3.0
OTU_691	0.0	0.0	2.0	0.0	1.0	2.0	3.0	3.0	1.0
OTU_1703	2.0	1.0	2.0	3.0	2.0	1.0	1.0	3.0	6.0
OTU_994	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	1.0
OTU_583	0.0	1.0	2.0	2.0	3.0	2.0	1.0	0.0	3.0
OTU_214	1.0	5.0	7.0	9.0	10.0	4.0	3.0	6.0	7.0
OTU_730	4.0	2.0	3.0	4.0	7.0	4.0	3.0	7.0	8.0
OTU_1201	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0
OTU_762	2.0	1.0	3.0	3.0	4.0	0.0	3.0	4.0	3.0
OTU_539	3.0	2.0	0.0	1.0	3.0	2.0	1.0	1.0	0.0
OTU_448	3.0	0.0	9.0	0.0	1.0	3.0	4.0	8.0	3.0
OTU_1733	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
OTU_853	6.0	3.0	3.0	2.0	3.0	1.0	1.0	0.0	3.0
OTU_272	1.0	1.0	8.0	1.0	5.0	8.0	2.0	2.0	10.0
OTU_1239	0.0	0.0	0.0	1.0	1.0	0.0	1.0	3.0	0.0
OTU_597	1.0	0.0	1.0	4.0	2.0	2.0	1.0	3.0	0.0
OTU_991	1.0	1.0	7.0	2.0	6.0	4.0	4.0	2.0	1.0
OTU_509	3.0	2.0	2.0	3.0	3.0	2.0	2.0	5.0	4.0
OTU_510	7.0	5.0	5.0	11.0	14.0	6.0	4.0	8.0	8.0
OTU_486	2.0	0.0	1.0	3.0	1.0	3.0	3.0	2.0	4.0
OTU_1193	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
OTU_1188	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
OTU_851	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0
OTU_1313	0.0	0.0	2.0	1.0	1.0	3.0	2.0	0.0	2.0
OTU_1429	2.0	0.0	4.0	0.0	1.0	1.0	1.0	1.0	1.0
OTU_1727	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
OTU_593	3.0	5.0	2.0	3.0	6.0	4.0	2.0	5.0	7.0
OTU_655	1.0	1.0	2.0	3.0	1.0	0.0	3.0	4.0	2.0
OTU_1651	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
OTU_1022	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0
OTU_677	4.0	1.0	7.0	5.0	5.0	4.0	2.0	5.0	3.0
OTU_354	12.0	9.0	11.0	7.0	13.0	12.0	4.0	7.0	16.0
OTU_581	8.0	3.0	8.0	2.0	8.0	6.0	1.0	5.0	10.0
OTU_669	0.0	0.0	1.0	4.0	3.0	2.0	2.0	5.0	5.0
OTU_789	3.0	0.0	2.0	1.0	6.0	1.0	1.0	0.0	3.0
OTU_1675	0.0	0.0	1.0	3.0	2.0	1.0	1.0	0.0	0.0
OTU_360	1.0	1.0	1.0	3.0	5.0	2.0	3.0	1.0	2.0
OTU_565	4.0	1.0	3.0	4.0	5.0	4.0	2.0	6.0	5.0
OTU_1676	1.0	0.0	4.0	2.0	5.0	2.0	2.0	2.0	4.0
OTU_267	3.0	3.0	8.0	2.0	8.0	3.0	2.0	4.0	4.0
OTU_389	6.0	5.0	5.0	3.0	9.0	16.0	1.0	3.0	8.0
OTU_847	3.0	1.0	3.0	0.0	1.0	2.0	2.0	1.0	1.0
OTU_727	4.0	4.0	4.0	2.0	1.0	4.0	2.0	2.0	9.0
OTU_1445	1.0	0.0	1.0	2.0	4.0	2.0	1.0	0.0	1.0
OTU_224	4.0	1.0	2.0	0.0	2.0	0.0	3.0	11.0	16.0
OTU_1208	0.0	0.0	0.0	5.0	1.0	1.0	2.0	0.0	1.0
OTU_1405	3.0	2.0	4.0	4.0	4.0	2.0	1.0	2.0	0.0
OTU_290	4.0	3.0	1.0	7.0	6.0	7.0	1.0	7.0	2.0
OTU_1082	0.0	0.0	0.0	0.0	2.0	2.0	1.0	3.0	0.0
OTU_671	2.0	0.0	4.0	1.0	3.0	1.0	1.0	0.0	1.0
OTU_755	1.0	1.0	3.0	3.0	4.0	0.0	2.0	1.0	2.0
OTU_1080	0.0	0.0	0.0	2.0	0.0	0.0	3.0	1.0	0.0
OTU_403	7.0	3.0	1.0	2.0	2.0	2.0	2.0	1.0	5.0
OTU_1680	0.0	0.0	0.0	1.0	2.0	1.0	1.0	2.0	1.0
OTU_854	2.0	1.0	3.0	0.0	3.0	1.0	1.0	0.0	0.0
OTU_468	4.0	4.0	3.0	2.0	3.0	2.0	2.0	6.0	2.0
OTU_1073	1.0	1.0	2.0	5.0	3.0	5.0	2.0	2.0	5.0
OTU_570	1.0	0.0	0.0	1.0	5.0	4.0	1.0	0.0	5.0
OTU_1040	3.0	3.0	4.0	2.0	4.0	2.0	2.0	7.0	6.0
OTU_427	11.0	2.0	7.0	7.0	14.0	9.0	3.0	5.0	8.0
OTU_406	6.0	1.0	3.0	6.0	9.0	7.0	4.0	7.0	7.0
OTU_820	6.0	3.0	7.0	8.0	3.0	6.0	3.0	5.0	11.0
OTU_319	8.0	2.0	6.0	4.0	2.0	5.0	3.0	3.0	3.0
OTU_958	2.0	3.0	7.0	2.0	2.0	0.0	1.0	5.0	2.0
OTU_1202	0.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	3.0
OTU_969	2.0	2.0	8.0	4.0	4.0	0.0	1.0	6.0	4.0
OTU_1403	4.0	0.0	5.0	4.0	10.0	7.0	4.0	6.0	8.0
OTU_383	5.0	11.0	8.0	8.0	12.0	10.0	1.0	7.0	6.0
OTU_1639	5.0	0.0	1.0	3.0	1.0	3.0	2.0	1.0	2.0
OTU_1012	5.0	0.0	0.0	0.0	1.0	4.0	3.0	8.0	3.0
OTU_1207	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
OTU_804	2.0	1.0	4.0	5.0	9.0	4.0	1.0	0.0	1.0
OTU_1741	2.0	0.0	1.0	3.0	1.0	1.0	1.0	3.0	3.0
OTU_731	4.0	3.0	4.0	4.0	0.0	2.0	4.0	1.0	3.0
OTU_690	2.0	4.0	4.0	3.0	4.0	5.0	2.0	4.0	11.0
OTU_1246	0.0	2.0	4.0	1.0	2.0	2.0	3.0	1.0	0.0
OTU_849	0.0	0.0	4.0	1.0	1.0	1.0	1.0	0.0	1.0
OTU_1334	4.0	0.0	5.0	2.0	0.0	0.0	1.0	0.0	3.0
OTU_809	1.0	1.0	3.0	2.0	1.0	2.0	2.0	3.0	1.0
OTU_358	9.0	2.0	3.0	2.0	3.0	3.0	2.0	6.0	6.0
OTU_157	23.0	18.0	27.0	9.0	19.0	12.0	5.0	7.0	20.0
OTU_779	3.0	3.0	4.0	2.0	3.0	0.0	2.0	2.0	1.0
OTU_251	1.0	1.0	1.0	4.0	6.0	2.0	2.0	3.0	3.0
OTU_687	4.0	8.0	4.0	4.0	10.0	3.0	2.0	2.0	3.0
OTU_1223	3.0	2.0	7.0	4.0	7.0	9.0	5.0	3.0	10.0
